"UNITID_P","INSTNM","BRANCH","Address","City","State","Zip","sector_cd","sector_desc","men_total","women_total","total","MURD5","NEG_M5","FORCIB5","NONFOR5","ROBBE5","AGG_A5","BURGLA5","VEHIC5","ARSON5","MURD6","NEG_M6","FORCIB6","NONFOR6","ROBBE6","AGG_A6","BURGLA6","VEHIC6","ARSON6","MURD7","NEG_M7","FORCIB7","NONFOR7","ROBBE7","AGG_A7","BURGLA7","VEHIC7","ARSON7","FILTER05","FILTER06","FILTER07"
21642701,"Triangle Tech Inc-Erie","Main Campus","2000 Liberty Street","Erie","PA",165022594,6,"Private for-profit, 2-year",168,8,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
21643601,"Triangle Tech Inc-Pittsburgh","Triangle Tech Pittsburgh","1940 PERRYSVILLE AVE","PITTSBURGH","PA",152143897,6,"Private for-profit, 2-year",277,10,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21644501,"Triangle Tech Inc-Greensburg","Main Campus","222 E PITTSBURGH ST STE A","GREENSBURG","PA",156013304,6,"Private for-profit, 2-year",276,8,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21645401,"Triangle Tech Inc-Dubois","Main Campus","225 Tannery Row Road","Falls Creek","PA",15840,6,"Private for-profit, 2-year",252,20,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21646301,"Trinity Episcopal School for Ministry","Main Campus","311 ELEVENTH ST","AMBRIDGE","PA",15003,2,"Private nonprofit, 4-year or above",126,60,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21652401,"Ursinus College","Main Campus","601 E. MAIN ST","COLLEGEVILLE","PA",194261000,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,1,9,1,1,0,0,0,0,0,3,27,2,0,0,0,0,0,0,0,58,0,0,1,1,1
21654201,"Valley Forge Christian College","Main Campus","1401 CHARLESTOWN ROAD","PHOENIXVILLE","PA",19460,2,"Private nonprofit, 4-year or above",462,467,929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,1,1,1
21655101,"Valley Forge Military College","Main Campus","1001 Eagle Rd Sorley House","Wayne","PA",19087,99,"not Dertermined yet",206,10,216,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,3,0,0,1,1,1
21657901,"Venus Beauty Academy","Main Campus","1033 CHESTER PKE","SHARON HILL","PA",19079,9,"Private for-profit, less-than 2-year",6,133,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21657902,"Venus Beauty Academy","Aston Branch Campus","600 Turner Industrial Way","Aston","PA",19014,9,"Private for-profit, less-than 2-year",6,133,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
21659701,"Villanova University","Main Campus","800 LANCASTER AVE","VILLANOVA","PA",190851699,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,4,0,0,0,20,1,6,0,0,4,0,0,1,25,0,0,0,0,7,0,1,1,24,3,3,1,1,1
21663001,"Washington Hospital School of Nursing","Main Campus","155 WILSON AVE","WASHINGTON","PA",15301,5,"Private nonprofit, 2-year",21,149,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,1,1
21664901,"Washington Hospital School of Radiography","Main Campus","155 WILSON AVE","WASHINGTON","PA",15301,5,"Private nonprofit, 2-year",7,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,1,1
21666701,"Washington & Jefferson College","Main Campus","60 S LINCOLN ST","WASHINGTON","PA",15301,2,"Private nonprofit, 4-year or above",807,724,1531,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,3,2,0,1,1,1
21669401,"Waynesburg University","Main Campus","51 W COLLEGE ST","WAYNESBURG","PA",15370,2,"Private nonprofit, 4-year or above",856,1606,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21674601,"Welder Training and Testing Institute","Main Campus","729 E HIGHLAND ST","ALLENTOWN","PA",18109,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21676401,"West Chester University of Pennsylvania","Main Campus","UNIVERSITY AVENUE AND  HIGH STREET","WEST CHESTER","PA",19383,1,"Public, 4-year or above",4869,8350,13219,0,0,10,0,0,1,70,1,0,0,0,3,0,3,6,49,6,0,0,0,4,0,0,1,51,1,3,1,1,1
21677301,"Western Pennsylvania Hospital School of Nursing","Main Campus","4900 FRIENDSHIP AVE","PITTSBURGH","PA",15224,5,"Private nonprofit, 2-year",27,114,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
21678201,"Western School of Health and Business Careers","Main Campus","421 7th Avenue","Pittsburgh","PA",152191907,6,"Private for-profit, 2-year",67,432,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21680701,"Westminster College","Main Campus","319 South Market  Street","NEW WILMINGTON","PA",161720001,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,3,0,0,1,1,1
21681601,"Westminster Theological Seminary","Main Campus (Philadelphia)","2960 W. Church Road","Glenside","PA",19038,2,"Private nonprofit, 4-year or above",587,173,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21681602,"Westminster Theological Seminary","Texas Campus","TwoTurtle Creek Bldg, 3838 Oak Lawn Ave , Ste 200","Dallas","TX",75219,2,"Private nonprofit, 4-year or above",587,173,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21682501,"Westmoreland County Community College","Main Campus","145 Pavillion Lane","YOUNGWOOD","PA",156971895,4,"Public, 2-year",2349,3890,6239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21685201,"Widener University-Main Campus","Main Campus","ONE UNIVERSITY PLACE","CHESTER","PA",190135792,2,"Private nonprofit, 4-year or above",1965,2901,4866,0,0,4,0,0,5,27,0,0,0,0,1,0,1,2,47,1,0,0,0,0,0,3,1,14,0,0,1,1,1
21693101,"Wilkes University","Wilkes  University","84 West South Street","Wilkes-Barre","PA",18766,2,"Private nonprofit, 4-year or above",2101,3013,5114,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,5,0,0,0,0,4,0,0,1,3,1,0,1,1,1
21698601,"Newport Business Institute","Main Campus","941 W 3RD ST","WILLIAMSPORT","PA",177015894,6,"Private for-profit, 2-year",5,72,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21701301,"Wilson College","Main Campus","1015 Philadelphia Ave.","Chambersburg","PA",172011285,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21704001,"Yeshivath Beth Moshe","Main Campus","930 HICKORY ST","SCRANTON","PA",18505,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21705901,"York College Pennsylvania","Main Campus","439 COUNTRY CLUB RD","YORK","PA",174033651,2,"Private nonprofit, 4-year or above",2510,3210,5720,0,0,4,0,6,1,8,2,2,0,0,1,0,3,0,15,1,0,0,0,3,0,2,0,10,0,1,1,1,1
21707701,"YTI Career Institute","Main Campus","1405 WILLIAMS RD","YORK","PA",17402,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21707702,"YTI Career Institute","Lancaster Campus","3050 Hempland Road","Lancaster","PA",17601,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21708601,"Yorktowne Business Institute","Main Campus","W SEVENTH AVE","YORK","PA",17404,6,"Private for-profit, 2-year",66,181,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21709501,"Arthur Angelo School of Cosmetology and Hair Design","Arthur Angelo School of Csmetology and Hair Design","151 Broadway","Providence","RI",29033052,9,"Private for-profit, less-than 2-year",10,147,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21715601,"Brown University","Main Campus","Prospect St","PROVIDENCE","RI",2912,2,"Private nonprofit, 4-year or above",3972,4195,8167,0,0,4,0,1,3,16,4,0,0,0,3,0,3,4,58,3,0,0,0,9,0,2,1,54,2,0,1,1,1
21716501,"Bryant University","Main Campus","1150 DOUGLAS PIKE","SMITHFIELD","RI",29171284,2,"Private nonprofit, 4-year or above",2163,1570,3733,0,0,1,0,0,2,28,0,3,0,0,4,0,0,0,23,0,0,0,0,9,0,0,1,42,0,0,1,1,1
21723501,"Johnson & Wales University","Main Campus","8 Abbott Park Place","Providence","RI",29033703,2,"Private nonprofit, 4-year or above",4762,5343,10105,0,0,6,0,4,3,10,14,2,0,0,8,0,1,4,13,7,1,0,0,3,0,0,2,6,6,0,1,1,1
21724401,"Gibbs College","Gibbs College","85 Garfield Avenue","Cranston","RI",2920,6,"Private for-profit, 2-year",147,497,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
21730501,"New England Institute of Technology","Main Campus","2500 POST RD","WARWICK","RI",28862244,2,"Private nonprofit, 4-year or above",2497,496,2993,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,1,1,1
21730502,"New England Institute of Technology","Access Road Facility","110 Access Road","Warwick","RI",28861002,2,"Private nonprofit, 4-year or above",2497,496,2993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
21732301,"New England Tractor Trailer Training School","Main Campus","600 MOSHASSUCK VALLEY INDUSTRIAL HWY","PAWTUCKET","RI",2860,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21735001,"Newport School of Hairdressing-Main Campus","Main Campus","226 MAIN ST","PAWTUCKET","RI",2860,9,"Private for-profit, less-than 2-year",1,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21740201,"Providence College","Main Campus","RIVER AVE AND EATON ST","PROVIDENCE","RI",29180001,2,"Private nonprofit, 4-year or above",2295,3002,5297,0,0,5,0,0,6,20,5,0,0,0,4,0,1,0,15,2,0,0,0,3,0,4,0,17,0,0,1,1,1
21742001,"Rhode Island College","Rhode Island College","600 MOUNT PLEASANT AVE","PROVIDENCE","RI",2908,1,"Public, 4-year or above",2773,6269,9042,0,0,0,0,0,0,2,14,0,0,0,1,0,0,0,2,11,0,0,0,0,0,0,0,4,4,0,1,1,1
21747501,"Community College of Rhode Island","Main Campus","400 EAST AVE","WARWICK","RI",28861807,4,"Public, 2-year",6487,10324,16811,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,8,0,1,1,1
21748401,"University of Rhode Island","Main Campus","85 Briar Lane","KINGSTON","RI",2881,1,"Public, 4-year or above",6697,8953,15650,0,0,16,0,1,1,29,1,2,0,0,19,0,0,2,36,8,1,0,0,8,0,1,3,23,4,1,1,1,1
21748402,"University of Rhode Island","Narragansett Bay Campus","Narragansett, RI","Narragansett","RI",2882,1,"Public, 4-year or above",6697,8953,15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1
21748403,"University of Rhode Island","Providence Center Campus","Providence, RI","Providence","RI",29031803,1,"Public, 4-year or above",6697,8953,15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21748404,"University of Rhode Island","W. Alton Jones Campus","West Greenwich, RI","West Greenwich","RI",2817,1,"Public, 4-year or above",6697,8953,15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
21749301,"Rhode Island School of Design","Main Campus","2 COLLEGE ST","PROVIDENCE","RI",2903,2,"Private nonprofit, 4-year or above",789,1548,2337,0,0,0,0,1,1,31,0,0,0,0,1,0,2,1,30,3,1,0,0,0,0,1,6,9,1,0,1,1,1
21751801,"Roger Williams University","Main Campus","ONE OLD FERRY RD","BRISTOL","RI",28092923,2,"Private nonprofit, 4-year or above",2340,2246,4586,0,0,4,0,0,0,7,0,2,0,0,7,0,0,0,11,1,0,0,0,9,0,0,2,16,0,0,1,1,1
21753601,"Salve Regina University","Main Campus","100 OCHRE POINT AVE","NEWPORT","RI",28404192,2,"Private nonprofit, 4-year or above",910,1779,2689,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,1,0,1,1,1
21754501,"Sawyer School","Main Campus","101 MAIN ST","PAWTUCKET","RI",28604124,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,1,4,2,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,3,3,0,1,1,1
21757201,"St Joseph School of Nursing","Main Campus","200 HIGH SERVICE AVE","NORTH PROVIDENCE","RI",2904,5,"Private nonprofit, 2-year",19,79,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21758101,"Warwick Academy of Beauty Culture Inc","Main Campus","1276 Bald Hill Road, Suite100","Warwick","RI",2886,9,"Private for-profit, less-than 2-year",3,113,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21760601,"Zion Bible College","Main Campus","320 South Main Street","Haverhill","MA",1835,2,"Private nonprofit, 4-year or above",140,125,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,1,1
21761501,"Aiken Technical College","Main Campus","2276 JEFFERSON DAVIS HIGHWAY","Graniteville","SC",29829,4,"Public, 2-year",898,1631,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
21762401,"Allen University","Main Campus","1530 Harden Street","Columbia","SC",29204,2,"Private nonprofit, 4-year or above",339,312,651,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,7,1,0,0,0,0,0,0,3,3,0,0,1,1,1
21763301,"Anderson University","Main Campus","316 BOULEVARD","ANDERSON","SC",29621,2,"Private nonprofit, 4-year or above",642,1260,1902,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,3,7,1,0,1,1,1
21768801,"Charleston Southern University","Main Campus","9200 UNIVERSITY BLVD","CHARLESTON","SC",294238087,2,"Private nonprofit, 4-year or above",1258,2028,3286,1,0,0,0,0,0,29,3,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,23,0,0,1,1,1
21771201,"Technical College of the Lowcountry","Main Campus","921 Ribaut Road","Beaufort","SC",299011288,4,"Public, 2-year",550,1343,1893,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1
21771203,"Technical College of the Lowcountry","Hampton County - H. Mungin Center","Airport Road","Varnville","SC",29944,4,"Public, 2-year",550,1343,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21772101,"Benedict College","Benedict College","1600 Harden Street","Columbia","SC",29204,2,"Private nonprofit, 4-year or above",1304,1337,2641,0,0,0,0,2,1,88,3,3,0,0,1,0,0,14,98,2,3,0,0,0,0,2,0,73,2,6,1,1,1
21777601,"Southern Wesleyan University","Main Campus","907 WESLEYAN DR","CENTRAL","SC",296301020,2,"Private nonprofit, 4-year or above",801,1644,2445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,1,1
21779401,"Charleston Cosmetology Institute","Main Campus","8484 Dorchester Road","Charleston","SC",29420,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21781901,"College of Charleston","Main Campus","66 GEORGE ST","CHARLESTON","SC",294240001,1,"Public, 4-year or above",3883,7433,11316,0,0,4,0,3,1,34,1,1,0,0,4,0,2,2,33,2,1,0,0,0,0,2,2,22,4,2,1,1,1
21782801,"Charzanne Beauty College","Main Campus","1549 HWY 72 E","GREENWOOD","SC",29646,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21783701,"Northeastern Technical College","Main Campus","1201 CHESTERFIELD HWY.","CHERAW","SC",295201007,4,"Public, 2-year",272,704,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21783702,"Northeastern Technical College","Bennettsville Campus","131 South Marlboro Street","Bennettsville","SC",29512,4,"Public, 2-year",272,704,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21783703,"Northeastern Technical College","Dillon Campus","2204 Highway 301 South","Dillon","SC",29536,4,"Public, 2-year",272,704,976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
21783704,"Northeastern Technical College","Pageland Campus","815 South Pearl Street","Pageland","SC",29728,4,"Public, 2-year",272,704,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21786401,"Citadel Military College of South Carolina","The Citadel","171 MOULTRIE ST","CHARLESTON","SC",29409,1,"Public, 4-year or above",2433,867,3300,0,0,0,0,1,0,22,1,0,0,0,1,0,0,1,33,1,0,0,0,2,0,0,1,16,0,0,1,1,1
21787301,"Claflin University","Main Campus","400 MAGNOLIA STREET","ORANGEBURG","SC",291154498,2,"Private nonprofit, 4-year or above",573,1190,1763,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,3,1,0,1,1,1
21788201,"Clemson University","Main Campus","201 SIKES HALL","CLEMSON","SC",29634,1,"Public, 4-year or above",9497,8088,17585,0,0,2,1,0,2,30,20,0,0,0,1,0,2,1,36,14,1,0,0,4,0,1,7,33,13,1,1,1,1
21788202,"Clemson University","Belle W Baruch Forest Science Institute","Belle Baruch Drive","Georgetown","SC",29442,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21788203,"Clemson University","Edisto Research and Education Center","64 Research Rd","Blackville","SC",29817,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
21788204,"Clemson University","Coastal Research and Education Center","2700 Savannah Hwy","Charleston","SC",29414,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21788205,"Clemson University","Pee Dee research","220 Pocket Rd","Florence","SC",29506,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21788206,"Clemson University","Sandhills Research","900 Clemson Rd.","Columbia","SC",29224,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
21788207,"Clemson University","Simpson Research","2103 Lebanon  Road","Pendleton","SC",29670,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
21788208,"Clemson University","RM Cooper Leadership Center","8101 MW Rickenbaker Rd","Summerton","SC",29148,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
21788209,"Clemson University","WW Long Leadership Center","82 Camp Long Rd","Aiken","SC",29805,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
21788210,"Clemson University","Charleston Architecture Center","20 Franklin St.","Charleston","SC",29401,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21788211,"Clemson University","Daniel Center for Architecture Studies","Genoa, Italy","Genoa","",NA,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21788212,"Clemson University","Matthews 4-H Eniv. Center","Hord Road","Sharon","SC",29148,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
21788213,"Clemson University","University Center of Greenville","225 S. Pleasantburg Drive","Greenville","SC",29606,1,"Public, 4-year or above",9497,8088,17585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
21788214,"Clemson University","International Center for Automotive Research","5 Research Dr.","Greenville","SC",29607,1,"Public, 4-year or above",9497,8088,17585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,1
21789101,"Clinton Junior College","Main Campus","1029 CRAWFORD RD","ROCK HILL","SC",29730,5,"Private nonprofit, 2-year",48,45,93,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,1,1,1
21790701,"Coker College","Main Campus","300 E COLLEGE AVE","HARTSVILLE","SC",29950,2,"Private nonprofit, 4-year or above",325,872,1197,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,14,0,0,1,1,1
21792501,"Columbia International University","Main Campus","7435 MONTICELLO RD","COLUMBIA","SC",292303122,2,"Private nonprofit, 4-year or above",457,454,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21793401,"Columbia College","Columbia College","1301 COLUMBIA COLLEGE DR","COLUMBIA","SC",29203,2,"Private nonprofit, 4-year or above",47,1463,1510,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
21796101,"Converse College","Main Campus","580 E MAIN ST","SPARTANBURG","SC",293020006,2,"Private nonprofit, 4-year or above",248,1633,1881,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,1,1
21798901,"Denmark Technical College","DENMARK TECHNICAL COLLEGE","1126 SOLOMON BLATT BLVD","DENMARK","SC",29042,4,"Public, 2-year",620,951,1571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,5,0,0,0,0,1,0,1,0,5,1,0,1,1,1
21799801,"Erskine College and Seminary","Main Campus","P.O. Box 338","DUE WEST","SC",29639,2,"Private nonprofit, 4-year or above",479,413,892,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21802501,"Florence-Darlington Technical College","Main Campus","2715 W. Lucas Street","Florence","SC",295010548,4,"Public, 2-year",1341,2615,3956,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21802502,"Florence-Darlington Technical College","Lake City Site","278 West Cole Road","Lake City","SC",29560,4,"Public, 2-year",1341,2615,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21802503,"Florence-Darlington Technical College","Hartsville Site","225 Swift Creek Road","Hartsville","SC",29550,4,"Public, 2-year",1341,2615,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21802505,"Florence-Darlington Technical College","Cosmetology Center","122 Palmetto Road","Darlington","SC",29532,4,"Public, 2-year",1341,2615,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21802506,"Florence-Darlington Technical College","Health Sciences Campus","320 West Cheves Street","Florence","SC",29501,4,"Public, 2-year",1341,2615,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21802507,"Florence-Darlington Technical College","Mullins Site","109 South Main Street","Mullins","SC",29574,4,"Public, 2-year",1341,2615,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21804301,"Forrest Junior College","Main Campus","601 E RIVER ST","ANDERSON","SC",296242498,6,"Private for-profit, 2-year",11,104,115,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21806101,"Francis Marion University","Main Campus","4822 EAST PALMETTO STREET","FLORENCE","SC",295010547,1,"Public, 4-year or above",1205,2659,3864,0,0,3,0,0,3,7,3,0,0,0,1,0,1,2,12,0,0,0,0,0,0,0,2,8,1,0,1,1,1
21807001,"Furman University","Main Campus","3300 POINSETT HWY","GREENVILLE","SC",296136162,2,"Private nonprofit, 4-year or above",1255,1696,2951,0,0,2,0,0,0,6,3,0,0,0,2,0,0,2,2,4,1,0,0,3,0,0,0,14,6,1,1,1,1
21811301,"Greenville Technical College","Barton [Main] Campus","506 S. Pleasantburg Dr.","Greenville","SC",296072416,4,"Public, 2-year",5534,8766,14300,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,6,19,3,0,1,1,1
21811302,"Greenville Technical College","Brashier Campus","1830 West Georgia Rd.","Simpsonville","SC",296807212,4,"Public, 2-year",5534,8766,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
