"zip","TOTAL10","TOTAL11","TOTAL5","TOTAL7","TOTAL12","TOTAL9","TOTAL6","TOTAL13","TOTAL8","TOTAL15","TOTAL14","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE15","RAPE14","RAPE13","latitude","longitude","state","sector_desc.x","INSTNM","primary_city","county"
53202,NA,NA,657,681,NA,NA,657,627,681,627,627,0,0,0,0,NA,NA,NA,NA,0,0,0,43.05,-87.89,"WI","Private nonprofit, 4-year or above","Milwaukee Institute of Art & Design","Milwaukee","Milwaukee County"
53202,NA,NA,2516,2648,NA,NA,2516,2906,2648,2906,2906,0,1,1,0,NA,NA,NA,NA,0,0,0,43.05,-87.89,"WI","Private nonprofit, 4-year or above","Milwaukee School of Engineering","Milwaukee","Milwaukee County"
53202,NA,NA,NA,333,NA,NA,NA,NA,333,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.05,-87.89,"WI",NA,"DeVry University-Wisconsin","Milwaukee","Milwaukee County"
53202,NA,NA,NA,163,NA,NA,NA,202,163,202,202,NA,NA,0,0,NA,NA,NA,NA,0,0,0,43.05,-87.89,"WI",NA,"The Institute of Beauty and Wellness","Milwaukee","Milwaukee County"
53202,NA,NA,NA,NA,NA,NA,NA,295,NA,295,295,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.05,-87.89,"WI",NA,"The Art Institute of Wisconsin","Milwaukee","Milwaukee County"
53203,NA,NA,7405,6385,NA,NA,7405,NA,6385,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43.04,-87.92,"WI","Private nonprofit, 4-year or above","National-Louis University","Milwaukee","Milwaukee County"
53203,NA,NA,1264,969,NA,NA,1264,NA,969,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43.04,-87.92,"WI","Private for-profit, 4-year or above","Bryant and Stratton College-Milwaukee","Milwaukee","Milwaukee County"
53203,3284,3284,NA,5107,3284,3377,NA,3241,5107,3241,3241,NA,NA,0,0,0,0,0,0,0,0,0,43.04,-87.92,"WI",NA,"Springfield College","Milwaukee","Milwaukee County"
53203,NA,NA,NA,NA,NA,NA,NA,580,NA,580,580,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.04,-87.92,"WI",NA,"Bryant & Stratton College-Milwaukee","Milwaukee","Milwaukee County"
53203,NA,NA,NA,NA,NA,NA,NA,45355,NA,45355,45355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.04,-87.92,"WI",NA,"Kaplan University-Davenport Campus","Milwaukee","Milwaukee County"
53204,NA,NA,NA,NA,NA,NA,NA,58,NA,58,58,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.02,-87.93,"WI",NA,"Montessori Institute of Milwaukee","Milwaukee","Milwaukee County"
53207,NA,NA,12,NA,NA,NA,12,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.98,-87.9,"WI","Private nonprofit, less-than 2-year","Aurora St. Luke's Medical Center-School of Diangostic Medical Sonography","Milwaukee","Milwaukee County"
53207,NA,NA,34,37,NA,NA,34,NA,37,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.98,-87.9,"WI","Private nonprofit, 2-year","Aurora St. Luke Medical Center School of Radiologic Technology","Milwaukee","Milwaukee County"
53207,NA,NA,NA,13,NA,NA,NA,NA,13,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.98,-87.9,"WI",NA,"Aurora St. Luke's Medical Center-School of Diagnostic Medical Sonography","Milwaukee","Milwaukee County"
53207,NA,NA,NA,31,NA,NA,NA,NA,31,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.98,-87.9,"WI",NA,"Montessori Institute of Milwaukee","Milwaukee","Milwaukee County"
53211,NA,NA,29338,30418,NA,NA,29338,26726,30418,26726,26726,5,4,3,5,NA,NA,NA,NA,3,8,7,43.08,-87.88,"WI","Public, 4-year or above","University of Wisconsin-Milwaukee","Milwaukee","Milwaukee County"
53212,NA,NA,61,101,NA,NA,61,NA,101,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43.07,-87.91,"WI","Private nonprofit, less-than 2-year","Lakeside School of Massage Therapy","Milwaukee","Milwaukee County"
53212,NA,NA,NA,746,NA,NA,NA,NA,746,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.07,-87.91,"WI",NA,"Kaplan College","Milwaukee","Milwaukee County"
53212,NA,NA,NA,NA,NA,NA,NA,154,NA,154,154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.07,-87.91,"WI",NA,"Columbia College of Nursing","Milwaukee","Milwaukee County"
53214,NA,NA,17193,20215,NA,NA,17193,15186,20215,15186,15186,0,0,0,0,NA,NA,NA,NA,0,0,0,43.02,-88.01,"WI","Public, 2-year","Milwaukee Area Technical College","Milwaukee","Milwaukee County"
53214,5178,5178,NA,NA,5178,NA,NA,4797,NA,4797,4797,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43.02,-88.01,"WI",NA,"Upper Iowa University","Milwaukee","Milwaukee County"
53214,NA,NA,NA,NA,NA,NA,NA,8268,NA,8268,8268,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.02,-88.01,"WI",NA,"Concordia University-Wisconsin","Milwaukee","Milwaukee County"
53215,NA,NA,5933,7178,NA,NA,5933,NA,7178,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43,-87.94,"WI","Private nonprofit, 4-year or above","Concordia University-Wisconsin","Milwaukee","Milwaukee County"
53216,NA,NA,5933,7178,NA,NA,5933,8268,7178,8268,8268,0,0,0,0,NA,NA,NA,NA,0,0,0,43.09,-87.98,"WI","Private nonprofit, 4-year or above","Concordia University-Wisconsin","Milwaukee","Milwaukee County"
53217,NA,NA,6289,6276,NA,NA,6289,3176,6276,3176,3176,4,2,0,0,NA,NA,NA,NA,1,0,1,43.16,-87.91,"WI","Private nonprofit, 4-year or above","Cardinal Stritch University","Milwaukee","Milwaukee County"
53217,NA,NA,NA,88,NA,NA,NA,NA,88,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.16,-87.91,"WI",NA,"Advanced Institute of Hair Design","Milwaukee","Milwaukee County"
53217,NA,NA,NA,NA,NA,NA,NA,80,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.16,-87.91,"WI",NA,"Advanced Institute of Hair Design-Glendale","Milwaukee","Milwaukee County"
53217,NA,NA,NA,NA,NA,NA,NA,423,NA,423,423,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.16,-87.91,"WI",NA,"Bryant & Stratton College-Bayshore","Milwaukee","Milwaukee County"
53219,NA,NA,780,1075,NA,NA,780,NA,1075,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43,-87.99,"WI","Private for-profit, less-than 2-year","Sanford-Brown College","Milwaukee","Milwaukee County"
53220,NA,NA,NA,1284,NA,NA,NA,NA,1284,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.97,-87.99,"WI",NA,"ITT Technical Institute-Greenfield","Milwaukee","Milwaukee County"
53221,NA,NA,NA,251,NA,NA,NA,54,251,54,54,NA,NA,0,0,NA,NA,NA,NA,0,0,0,42.95,-87.94,"WI",NA,"Empire Beauty School-Milwaukee","Milwaukee","Milwaukee County"
53222,NA,NA,1702,1925,NA,NA,1702,NA,1925,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43.08,-88.04,"WI","Private nonprofit, 4-year or above","Mount Mary College","Milwaukee","Milwaukee County"
53222,NA,NA,NA,NA,NA,NA,NA,1313,NA,1313,1313,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.08,-88.04,"WI",NA,"Mount Mary University","Milwaukee","Milwaukee County"
53222,NA,NA,NA,NA,NA,NA,NA,126,NA,126,126,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.08,-88.04,"WI",NA,"Milwaukee Career College","Milwaukee","Milwaukee County"
53224,NA,NA,NA,198,NA,NA,NA,NA,198,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.16,-88.04,"WI",NA,"Milwaukee Career College","Milwaukee","Milwaukee County"
53224,5081,5081,NA,NA,5081,5679,NA,4384,NA,4384,4384,NA,NA,NA,NA,0,0,0,0,0,0,0,43.16,-88.04,"WI",NA,"National Louis University","Milwaukee","Milwaukee County"
53224,NA,NA,NA,NA,NA,NA,NA,121,NA,121,121,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.16,-88.04,"WI",NA,"University of Phoenix-Wisconsin","Milwaukee","Milwaukee County"
53225,NA,NA,62,72,NA,NA,62,95,72,95,95,0,0,0,0,NA,NA,NA,NA,0,0,0,43.12,-88.04,"WI","Private nonprofit, 4-year or above","Wisconsin School of Professional Psychology","Milwaukee","Milwaukee County"
53226,NA,NA,1235,1233,NA,NA,1235,1217,1233,1217,1217,3,3,3,0,NA,NA,NA,NA,0,0,0,43.05,-88.04,"WI","Private nonprofit, 4-year or above","Medical College of Wisconsin","Milwaukee","Milwaukee County"
53226,NA,NA,1264,NA,NA,NA,1264,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.05,-88.04,"WI","Private for-profit, 4-year or above","Bryant and Stratton College-Milwaukee","Milwaukee","Milwaukee County"
53226,NA,NA,706,776,NA,NA,706,1188,776,1188,1188,0,0,0,0,NA,NA,NA,NA,0,0,2,43.05,-88.04,"WI","Private nonprofit, 4-year or above","Wisconsin Lutheran College","Milwaukee","Milwaukee County"
53226,NA,NA,NA,NA,NA,NA,NA,666,NA,666,666,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.05,-88.04,"WI",NA,"Bryant & Stratton College-Wauwatosa","Milwaukee","Milwaukee County"
53228,NA,NA,NA,145,NA,NA,NA,NA,145,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.97,-88.04,"WI",NA,"Advanced Institute of Hair Design","Milwaukee","Milwaukee County"
53228,NA,NA,NA,NA,NA,NA,NA,117,NA,117,117,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.97,-88.04,"WI",NA,"VICI Aveda Institute","Milwaukee","Milwaukee County"
53233,NA,NA,17193,20215,NA,NA,17193,15186,20215,15186,15186,0,1,3,0,NA,NA,NA,NA,0,0,1,43.04,-87.93,"WI","Public, 2-year","Milwaukee Area Technical College","Milwaukee","Milwaukee County"
53234,NA,NA,2654,2815,NA,NA,2654,2209,2815,2209,2209,0,0,0,0,NA,NA,NA,NA,0,0,0,43.06,-87.96,"WI","Private nonprofit, 4-year or above","Alverno College","Milwaukee","Milwaukee County"
53403,NA,NA,130,107,NA,NA,130,NA,107,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.72,-87.8,"WI","Private for-profit, 4-year or above","Midwest College of Oriental Medicine","Racine","Racine County"
53403,NA,NA,NA,8458,NA,NA,NA,8740,8458,8740,8740,NA,NA,0,0,NA,NA,NA,NA,0,0,0,42.72,-87.8,"WI",NA,"Gateway Technical College","Racine","Racine County"
53403,NA,NA,NA,NA,NA,NA,NA,65,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.72,-87.8,"WI",NA,"Midwest College of Oriental Medicine-Racine","Racine","Racine County"
53511,NA,NA,7405,6385,NA,NA,7405,NA,6385,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42.52,-89.02,"WI","Private nonprofit, 4-year or above","National-Louis University","Beloit","Rock County"
53511,NA,NA,1366,1407,NA,NA,1366,1358,1407,1358,1358,4,0,2,1,NA,NA,NA,NA,9,9,6,42.52,-89.02,"WI","Private nonprofit, 4-year or above","Beloit College","Beloit","Rock County"
53511,NA,NA,5933,7178,NA,NA,5933,8268,7178,8268,8268,0,0,0,0,NA,NA,NA,NA,0,0,0,42.52,-89.02,"WI","Private nonprofit, 4-year or above","Concordia University-Wisconsin","Beloit","Rock County"
53511,NA,NA,NA,NA,NA,NA,NA,2249,NA,2249,2249,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.52,-89.02,"WI",NA,"Blackhawk Technical College","Beloit","Rock County"
53538,NA,NA,NA,NA,NA,NA,NA,16520,NA,16520,16520,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.92,-88.84,"WI",NA,"Madison Area Technical College","Fort Atkinson","Jefferson County"
53545,NA,NA,NA,NA,NA,NA,NA,2249,NA,2249,2249,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.68,-89.01,"WI",NA,"Blackhawk Technical College","Janesville","Rock County"
53546,NA,NA,13029,13789,NA,NA,13029,13454,13789,13454,13454,0,1,0,0,NA,NA,NA,NA,0,0,0,42.65,-88.95,"WI","Public, 2-year","University of Wisconsin Colleges","Janesville","Rock County"
53547,NA,NA,2283,3348,NA,NA,2283,2249,3348,2249,2249,0,0,0,0,NA,NA,NA,NA,0,0,0,42.68,-89.01,"WI","Public, 2-year","Blackhawk Technical College","Janesville","Rock County"
53547,5178,5178,NA,NA,5178,NA,NA,4797,NA,4797,4797,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42.68,-89.01,"WI",NA,"Upper Iowa University","Janesville","Rock County"
53548,NA,NA,NA,49,NA,NA,NA,50,49,50,50,NA,NA,0,0,NA,NA,NA,NA,0,0,0,42.68,-89.07,"WI",NA,"Academy of Cosmetology","Janesville","Rock County"
53566,NA,NA,NA,21,NA,NA,NA,NA,21,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,42.59,-89.64,"WI",NA,"Paul Mitchell The School-Monroe","Monroe","Green County"
53566,NA,NA,NA,NA,NA,NA,NA,2249,NA,2249,2249,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.59,-89.64,"WI",NA,"Blackhawk Technical College","Monroe","Green County"
53566,NA,NA,NA,NA,NA,NA,NA,50,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42.59,-89.64,"WI",NA,"Paul Mitchell the School-Monroe","Monroe","Green County"
53581,NA,NA,13029,13789,NA,NA,13029,13454,13789,13454,13454,0,0,0,0,NA,NA,NA,NA,0,0,1,43.33,-90.38,"WI","Public, 2-year","University of Wisconsin Colleges","Richland Center","Richland County"
53588,17,17,NA,NA,17,NA,NA,17,NA,17,17,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43.17,-90.06,"WI",NA,"Frank Lloyd Wright School of Architecture","Spring Green","Sauk County"
53703,NA,NA,NA,NA,NA,NA,NA,16520,NA,16520,16520,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43.08,-89.38,"WI",NA,"Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,1,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,0,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
53704,NA,NA,14647,16610,NA,NA,14647,16520,16610,16520,16520,0,0,0,0,NA,NA,NA,NA,0,0,1,43.14,-89.35,"WI","Public, 2-year","Madison Area Technical College","Madison","Dane County"
